squareMeters,numberOfRooms,floors,basement,attic,garage,GuestRoom,price
76847,62,12,9378,4203,836,5,7692386.2
40131,12,14,1427,4499,507,10,4015913.7
5399,72,14,6996,1230,155,10,541400.2
78766,74,93,6686,6215,983,7,7885472.4
44524,21,47,2638,6133,181,0,4458898.1
36016,37,56,5238,3784,901,3,3609085.6
38525,88,68,2014,8582,982,8,3856259.8
83630,84,34,337,7803,124,10,8365831.6
95012,69,54,9355,731,812,7,9507621.3
56093,48,25,8845,9457,704,10,5612610.5
97125,55,77,6145,6235,132,6,9717846.1
96862,60,65,7290,544,386,10,9692136
76559,85,71,6140,7356,156,5,7667379.7
17118,9,11,1058,9066,665,8,1715896.2
2474,18,57,124,8415,808,8,255687
89245,56,34,151,8938,319,1,8929089.1
8649,13,2,7963,4528,198,0,866991.3
55052,6,67,5499,9979,683,9,5506954.2
20795,40,60,2716,4450,985,0,2083472.1
26851,33,81,4503,45,973,1,2696192.1
37501,82,54,2574,9915,323,10,3753718.5
55210,36,74,9641,836,639,2,5534621
28881,24,73,8218,4250,843,1,2890767.3
76357,62,53,9152,1790,302,5,7641162.4
4615,43,89,3684,6977,416,8,464557.3
55913,28,58,5350,6066,424,10,5597100.8
78379,89,24,2996,5159,250,6,7845500.2
34251,49,29,1617,7697,628,4,3436757.1
86399,80,14,6583,8704,320,9,8644081.8
39383,13,97,33,3355,864,8,3948123.4
56477,25,88,6692,5509,123,3,5654683.1
41039,31,30,561,7853,291,3,4109145.4
40212,25,51,2037,3638,566,0,4031505.2
49667,13,90,8626,9607,488,6,4981644.3
94185,46,6,2952,2376,738,9,9422126.5
8587,84,76,899,766,742,8,863836.4
48209,96,4,7112,6500,399,10,4824521.2
86196,25,92,3049,2847,278,3,8632393.8
85811,63,87,6431,6335,573,5,8585142
83781,49,2,4861,3138,541,6,8380398.4
93186,72,55,9578,1022,324,6,9324080.9
40170,56,65,5171,222,766,2,4027462.1
51550,1,88,2832,4192,942,7,5162107
60450,94,16,406,7381,757,10,6049182.8
32032,97,97,2837,4609,641,5,3211995.4
34341,31,58,7361,1398,773,6,3438239
76231,13,51,3950,5818,179,1,7630312.6
48293,39,62,8544,9559,310,1,4834765.9
73176,77,20,6319,3616,712,1,7320329.7
79833,76,84,29,1181,507,6,7996012.6
18996,80,3,5209,3968,645,7,1909482.6
27040,94,2,2429,3573,166,4,2709165.7
97020,26,46,5305,775,135,4,9709732.7
29888,51,66,844,6617,904,1,2993396.4
36794,79,82,3235,7402,386,10,3684574.3
65151,3,32,9656,8312,304,9,6522454.5
24376,58,56,8066,9556,893,0,2440665.4
40337,18,29,3339,9765,848,6,4038079.3
38709,63,29,1944,10,485,4,3876891.5
20276,99,75,7180,8310,834,7,2031824.4
2242,31,95,7075,3706,165,1,235096.1
41665,63,94,9230,9066,916,5,4177468.3
22290,58,67,5223,9932,186,9,2237880
7006,42,79,7534,6786,731,10,707042.3
69192,47,14,4078,315,767,10,6924996.3
66119,39,64,5860,4947,537,10,6617914.1
46204,1,70,8771,4753,101,1,4627498.7
18564,19,27,3316,7929,864,0,1860039.8
1885,81,46,4447,703,301,6,191971.4
31328,54,62,7677,4204,109,5,3143977.3
85883,94,63,4613,9853,793,5,8590524.1
35791,35,12,9357,4487,173,10,3587493
26540,98,34,7378,1093,192,9,2659404.8
97365,90,74,9302,4806,491,0,9738114.7
34022,1,1,3603,1673,412,6,3406116.6
95455,15,99,6529,4583,953,10,9558236.9
63099,32,19,4309,422,274,6,6319109.8
64052,17,10,2837,4408,539,4,6408854.3
6253,87,7,7079,5797,408,4,626613.7
66657,25,32,6454,8994,285,1,6668307.7
42674,36,5,4636,286,177,7,4269275.4
34669,61,39,7936,9291,809,4,3472884
77643,56,93,955,6148,955,2,7771146.1
61734,28,82,6757,433,708,6,6185807.6
19718,16,19,1897,1671,719,1,1980264
54333,63,14,9576,3327,779,7,5433936.2
63297,55,34,5359,1233,828,0,6335162.1
54172,74,16,6026,9665,274,10,5417909.9
71362,82,16,2951,1297,173,2,7143972.7
98258,16,80,1528,9438,796,2,9829479.4
48524,37,77,1957,2388,383,8,4858483.4
64513,82,91,7431,8222,861,4,6454630.3
93762,86,87,3878,2385,925,10,9385104
5110,3,66,3300,3841,221,4,522829.7
98822,8,78,7318,7251,337,1,9885598.3
68572,54,87,7267,9654,959,10,6866663.1
770,68,80,8681,6583,679,4,83521
96930,14,80,3924,6206,256,4,9701569.4
79652,93,64,4996,7204,261,3,7972747.8
30138,93,44,7658,271,149,2,3018674.5
32471,15,77,7094,8235,853,6,3255201
47768,81,15,9614,5326,203,1,4781426.6
17016,82,89,6166,9438,572,1,1712726
85187,75,52,5245,4722,856,1,8521819
25982,16,72,1896,2045,280,0,2607420.9
18307,76,11,3188,1182,707,3,1832205.9
69180,63,50,9378,8365,686,6,6920799.3
19714,32,98,5509,3458,318,0,1978706.3
9737,37,51,3023,3403,917,0,979748.7
25405,91,46,7113,104,247,9,2541947.3
87685,37,29,2948,3061,988,10,8772035.4
80046,94,34,5968,3136,944,9,8014282.3
45305,47,52,6427,305,747,7,4533446.1
55814,100,95,8796,8192,919,0,5591445.9
19969,96,36,2056,8193,799,1,2003559.1
29524,52,89,5614,3923,989,10,2965157
380,4,62,1608,6594,201,9,45184.2
69173,49,36,2803,7193,968,3,6929298.7
62155,59,61,1697,4319,456,6,6225416.7
37006,8,54,6837,9515,455,3,3709125
32974,12,50,952,7601,859,5,3303547.8
51933,53,24,8220,7248,152,5,5202028.6
72467,18,53,7539,4076,213,8,7257594.4
25704,43,33,1012,6477,349,2,2575019.6
74052,80,54,5406,7310,604,8,7413316.3
2548,75,74,1933,4977,473,7,261533.1
4187,100,41,3883,7004,393,6,421086.4
86122,92,72,677,1814,874,10,8622607
15561,18,68,190,7459,423,10,1559588.8
54045,35,60,8776,9308,181,9,5415620.5
77429,70,13,207,6945,334,8,7747748
24578,60,4,3695,110,662,4,2463051
56540,64,63,3689,5304,346,8,5665613
38761,7,6,6570,2131,512,2,3879029.8
52282,78,96,4054,4806,186,1,5233745.4
51497,16,36,3139,3761,754,4,5154045.8
25063,48,100,7677,5406,486,8,2516001.9
39910,75,87,5458,4199,241,1,3997816.7
41439,87,30,8113,9968,340,2,4150655.6
85788,54,30,8497,2002,623,5,8584134.2
7499,47,11,7887,7022,773,10,752861
67491,25,76,9439,6860,551,3,6753697.7
196,56,98,2663,1650,403,10,23818.4
27503,90,46,6284,2259,291,8,2752897.5
875,29,37,3570,1928,170,6,94145.9
92151,67,90,7860,7803,455,5,9228543.4
2646,5,63,1143,1640,443,1,271693.1
79647,3,61,4387,1227,775,9,7974272.1
18315,64,77,2273,5593,123,10,1837517.1
43224,55,92,3889,7735,522,10,4327213.7
8423,41,86,7805,5939,168,4,848903.9
62766,25,23,4652,7173,724,6,6281751.3
28106,70,37,2819,5476,150,9,2812207
72178,26,20,8235,4354,723,10,7219819
66866,12,63,8431,2007,122,4,6692180.3
1296,39,42,4394,5959,390,7,134386.5
27302,4,42,6334,9909,381,7,2731742
60166,29,29,396,9674,142,6,6020914.5
52297,79,41,8046,1826,993,5,5236809
82968,98,97,6424,6461,601,7,8308551.8
88977,68,50,126,5773,231,8,8901399.8
51182,34,21,9186,7715,502,10,5120582
84400,35,16,426,8647,219,1,8443276
39699,99,48,9525,6156,358,8,3979425.7
78396,52,41,3778,9042,968,8,7845427.6
30894,25,12,3323,5498,291,8,3090970
30164,37,55,1904,1677,399,9,3021646.7
5264,4,60,1666,4155,377,10,535227
69246,63,29,4516,5884,154,3,6927717.5
13405,13,68,8113,1641,921,0,1350019.7
61869,96,3,6093,3800,343,9,6187458.3
79666,66,14,2193,9488,399,0,7969998.7
16257,5,11,7940,5932,679,0,1626865.6
8515,68,35,2324,8987,537,3,860887
41832,91,43,1528,4961,893,8,4192258.2
37098,69,23,3009,3202,862,9,3713807.4
24604,28,86,1129,5545,662,9,2472003
42098,82,90,6078,145,751,10,4217661.3
40926,15,71,5434,3707,335,4,4098433.9
6459,52,61,5048,2439,635,0,652739.6
86353,55,4,4619,7844,462,6,8639234.8
43954,38,4,3088,1388,846,6,4401306.3
73568,8,29,6621,9469,464,0,7358227.8
36343,1,39,6632,4399,291,9,3641586.3
65797,89,3,9074,2035,396,10,6584708.2
32191,41,18,3288,7908,707,3,3224795.9
13574,88,27,3768,7759,1000,2,1363541.6
20683,36,96,528,6421,576,8,2076684.5
48100,18,68,6066,9635,790,5,4821619.8
14142,21,13,9113,6333,287,0,1415823.1
518,35,86,6158,1655,808,3,58191.5
24631,96,78,4126,8958,481,8,2465183
41178,97,52,3529,533,652,2,4128828.2
92787,82,29,1351,8702,647,9,9287386
33190,84,82,6824,7586,687,5,3326422.6
85059,90,71,5470,4479,762,5,8512407.8
85569,56,35,1784,9702,811,6,8562874.9
36140,96,48,7608,6220,748,4,3619301.1
38812,19,6,302,6595,635,4,3882476.9
61263,53,43,9808,7951,236,2,6128289.4
39453,62,43,5382,6816,668,10,3954111.1
53063,39,63,4749,5479,769,10,5315445.2
9539,35,30,3572,9660,155,7,955981.4
5090,11,25,1795,376,512,9,514415
25765,67,34,6281,571,882,3,2585769.5
4134,42,73,8859,8440,700,5,426775.9
35216,26,67,4620,2337,282,10,3528669.3
51383,82,34,8740,880,674,7,5146945.6
19446,22,58,1437,2804,391,5,1947709.8
26291,88,40,416,5885,127,5,2641330.1
48353,19,73,1169,1768,153,3,4843230.1
59649,55,9,1066,8312,507,4,5967491
37557,3,41,755,4009,984,1,3764785.9
21502,22,60,5288,1253,827,6,2158299.7
29444,29,63,8178,898,199,5,2947292.8
74274,64,65,8878,9961,757,8,7432674.1
49731,77,3,1446,2317,434,2,4975166
86718,55,5,1608,3383,729,6,8672580.3
16267,24,41,5479,1592,345,5,1629931.5
15307,47,66,3608,8521,295,0,1538791.5
49466,35,53,2235,8954,110,6,4953389.4
58624,93,32,9365,6517,398,6,5870459.9
67371,89,84,2161,6476,807,5,6746013.4
52956,64,40,6280,1773,462,4,5303955
49399,76,38,8078,8975,242,0,4950254.1
35423,62,15,4448,6601,556,6,3547246.9
48032,91,45,2287,5310,381,1,4810320.6
92391,15,13,2212,1564,456,8,9241057.9
39130,94,61,1792,4036,470,4,3914756
54337,33,32,6833,9708,694,3,5441692.2
98764,66,29,7206,5816,455,10,9879117.6
42847,91,27,4344,1953,588,6,4288330.8
33764,43,86,7408,254,595,8,3389722.7
32758,51,81,7548,1005,678,1,3282188.1
64736,94,24,9847,3454,443,2,6480225.6
6118,7,55,7278,4702,861,4,616891.9
62616,62,93,9019,348,835,0,6270489.3
8518,62,29,2261,8688,104,10,858004.2
54366,73,92,5120,2566,393,10,5443046.5
52421,79,82,2290,5274,369,9,5250391.4
39862,94,20,9131,8568,414,2,3988399.5
96018,65,43,5812,6593,963,5,9606040.6
94570,90,99,2875,787,970,9,9464877.7
1175,21,51,9592,732,592,1,122471.5
14641,25,36,8063,9949,535,5,1473780.9
30385,44,75,1210,4794,761,1,3051131.3
23854,10,23,3882,8632,253,9,2390350.4
99354,49,88,4318,5147,954,8,9942738.4
79464,97,40,2747,9431,723,0,7952013.3
80209,67,40,2483,1277,494,7,8027741.1
47084,2,72,5826,4843,575,1,4717867.9
75901,87,1,9385,4421,281,2,7594895.8
69919,54,49,9331,790,500,4,6997870.6
41594,7,7,8257,6070,257,2,4160091.1
52162,16,44,8191,1129,239,10,5220357.7
60168,71,19,2369,6438,252,10,6021842.1
53146,30,14,2207,9239,541,6,5316210.2
24136,47,50,9862,8547,487,0,2415551.5
50294,95,32,280,4076,947,3,5034880
84964,44,51,1889,9959,891,10,8503675.8
18208,8,62,642,5290,123,0,1828906.9
43859,14,8,35,3697,780,5,4386678.1
52684,87,93,7732,4268,533,3,5278268
44683,7,86,4564,7610,901,8,4478099.9
6203,50,91,5438,564,853,0,625883.8
82511,35,23,2628,6336,127,1,8257231
71999,79,46,5515,4050,460,6,7203573.7
26883,68,20,3583,3508,620,7,2694154.4
12629,13,40,8921,9935,859,5,1267009.8
91709,44,38,8151,7011,225,3,9179791.6
2334,34,13,6054,1842,161,5,237756
8700,57,58,4450,8,600,9,874129.8
46119,14,68,9174,3376,742,8,4619757.8
71199,3,26,4509,1124,856,5,7124887.1
27226,80,77,2978,4685,775,10,2726812.4
9940,2,66,5152,876,205,6,1003072.4
98580,21,26,3988,547,960,7,9863261
12604,90,86,3366,8537,909,2,1267881.8
85016,46,75,2665,9509,881,1,8509064
67625,42,84,201,5060,278,6,6771896.3
47740,99,25,2918,3789,552,9,4777126.7
74234,94,20,9576,1323,734,5,7426071.4
40006,89,29,7358,4689,813,4,4007111.6
88108,55,87,274,1481,469,10,8822236.3
54421,23,60,9390,3313,261,4,5453842.3
7608,54,99,937,2352,717,0,768431.4
94981,43,68,4133,3224,814,2,9511938.5
34053,39,42,9813,3777,142,10,3410530.1
3584,33,44,6355,9665,562,6,362799.9
14115,92,85,4415,3297,949,0,1423276.7
5289,22,41,3804,6242,800,3,533700.6
68122,5,28,5384,9356,736,6,6817832.9
13905,62,68,7859,3320,257,7,1397942.4
42395,22,98,3797,1231,644,5,4247150.8
75681,7,35,1,368,510,4,7570076.2
8161,36,78,2318,259,410,6,827591
17779,66,24,5716,5386,360,3,1782565.7
48794,71,28,55,7414,245,6,4883814.1
3010,16,34,3732,5916,575,8,303807.3
90837,37,61,6327,2299,667,0,9090669.9
20795,47,74,4179,198,945,6,2086273
87239,3,93,1532,3918,494,1,8734952.2
89115,48,15,9067,8934,398,0,8915897.4
15897,43,76,7266,9326,390,5,1597325
73666,21,64,6661,7217,267,5,7369418.6
96276,35,81,1126,2827,218,8,9637443.6
36858,26,54,902,9025,350,8,3691169.1
92629,33,33,1728,7740,435,1,9265133.5
85456,85,49,5306,7112,285,7,8549600.8
63345,66,49,4117,6265,717,0,6341209.8
92722,72,82,7623,4346,835,0,9283649.4
93561,24,10,5801,5536,777,8,9357480.1
31536,69,4,8825,6894,329,3,3156707.6
47476,74,74,3342,2619,701,2,4750049.6
60774,97,93,7979,5039,510,1,6079496.7
55301,41,16,5239,5396,170,10,5538946
73300,17,68,3555,2298,991,2,7340967.9
82086,84,87,2350,9686,862,3,8211981.9
79768,39,48,1421,7075,929,9,7984469.9
75486,21,65,4226,8490,733,4,7553287.1
35652,44,37,4910,9095,409,10,3569933.5
15321,1,69,4265,1941,694,6,1540567.8
26644,14,13,2780,3558,900,5,2668720
56876,8,23,8951,44,534,7,5690879
2885,39,47,2018,360,544,7,297053.4
92738,64,32,906,8430,350,5,9279946.3
24927,4,87,8981,2441,686,7,2497368
34038,7,76,3292,422,590,1,3415459.5
22059,41,6,2482,7183,645,9,2208141.1
16996,52,55,3070,9681,999,9,1711593.7
90849,58,79,6800,1314,771,4,9089937.5
90824,80,37,8407,3836,537,1,9089833.2
43018,68,41,1684,923,886,2,4313756.9
79959,74,3,2523,7995,528,10,8000900.4
73126,5,77,4204,9856,636,8,7325036.9
77440,35,25,3420,8216,879,6,7746876.2
33862,46,61,5482,4499,668,8,3389495.7
54338,29,55,8801,7475,325,10,5445334.8
21174,61,70,5542,8315,571,9,2120771.7
17381,91,84,9496,1134,262,1,1740281
11362,53,96,9242,9662,914,7,1144566.2
82123,44,84,8400,7843,816,1,8225077
99365,1,87,5927,3259,131,3,9947716.2
46010,79,52,5335,8943,362,1,4602587.3
81281,90,20,6482,9466,365,6,8134490.1
44429,53,85,7746,5877,592,10,4452099
94351,92,25,7090,7928,932,10,9442863.6
31997,86,19,6292,3120,710,3,3205379.5
56557,6,79,4425,3842,382,4,5660284.3
50538,25,55,9132,6011,994,2,5057375.5
76178,39,16,5067,5434,177,8,7625167.2
33665,51,61,2192,6514,611,10,3370949.9
37177,94,64,5049,8856,854,0,3729279.6
965,48,93,8115,6787,417,3,107936.9
84744,92,92,6123,8729,736,0,8480881.4
54959,75,21,7910,4264,593,1,5506024.7
81571,90,18,6969,1225,442,1,8160905.3
30347,100,7,1629,4971,482,1,3040497.8
14983,40,90,1559,1419,460,3,1505601.4
2300,41,24,3401,6666,190,3,236576.6
37317,18,13,9077,880,779,6,3735933.5
23462,3,49,6482,2886,347,3,2347189
25694,75,96,4526,1695,257,4,2579016.3
88975,15,37,6805,4188,880,7,8905181.3
64953,20,75,1855,2954,783,9,6505257.7
90329,94,26,5998,3055,612,2,9035611.9
20119,35,89,6036,7204,813,2,2019977.1
14667,25,76,1524,5081,542,7,1476554
74490,56,14,197,1068,405,8,7454646.2
38829,1,54,746,3788,132,8,3892902.1
59079,86,93,1669,7594,335,6,5919483.3
3635,25,74,7358,5830,386,10,365064.1
9008,70,93,5401,6744,767,4,904516.4
14588,36,1,8154,3685,177,1,1459601.3
68083,32,75,8851,7008,936,2,6813175.5
92464,91,52,1328,8562,742,7,9253926.8
10118,72,28,1491,790,391,10,1020597.1
18244,9,24,3659,3569,923,5,1829876.4
55541,72,57,2339,8872,346,5,5563234.1
88677,87,60,8870,2327,682,7,8870811.5
19985,58,19,4185,9489,765,3,2006910.9
13087,55,12,5984,143,437,2,1310455.7
21597,33,3,7739,8227,583,8,2165316.8
6931,5,35,999,2259,974,0,698473
73112,24,60,3662,3711,811,8,7325772.4
10037,55,97,9027,776,473,5,1019179.2
38718,26,20,9627,9186,135,9,3876696.9
95739,22,14,125,4224,332,1,9578279.1
7533,92,8,9655,5678,840,2,755909.2
35732,68,58,9360,950,430,6,3579144.7
81109,78,58,3207,7598,393,4,8112966.8
83550,73,49,1094,1938,267,4,8360590.3
14513,22,98,4013,1943,246,3,1458582.5
59417,77,5,6043,602,151,8,5948856.1
62926,48,18,512,9187,358,4,6295093.3
85233,9,33,7579,7836,318,6,8531216.3
60067,78,20,7403,829,638,7,6008200.2
26269,64,30,5363,6550,742,10,2632126.1
17508,41,55,767,5890,958,4,1757843
20510,13,72,8079,1743,930,8,2061340.7
86558,61,30,7133,6639,991,8,8658462.1
48673,36,58,8179,999,576,4,4877029.7
63326,38,41,1925,9781,554,4,6341005.1
22648,56,22,8000,2090,551,7,2268871.3
79557,9,91,3258,3734,643,0,7963988.2
96598,95,33,2256,5450,341,0,9661903.7
9782,77,38,7059,6277,826,4,981058.1
72078,95,59,4632,270,880,9,7212517.6
78164,72,65,5115,5707,449,9,7823145.2
80947,94,48,1216,4439,187,3,8103183.6
94978,24,11,6898,5326,755,9,9501576.8
34074,32,96,67,1403,707,9,3416825.1
26355,95,7,9721,6997,927,0,2641204.5
28435,46,50,1244,7263,698,4,2845599.8
13397,61,41,793,9517,527,1,1350379.8
10751,1,61,4281,4573,205,6,1085070.8
17761,19,5,2902,5026,941,4,1777289.4
91591,54,71,4299,12,798,5,9164769.8
19608,24,83,9804,4162,657,6,1972444.9
25813,23,7,5695,1411,202,3,2586402.8
39526,78,55,5454,7380,787,2,3957780.9
59316,25,64,7700,5478,818,9,5933722.8
27725,29,58,6740,5829,484,5,2774997.3
86677,87,64,1073,9743,694,6,8675635.7
92508,34,67,3489,4555,434,5,9257932.3
98668,60,71,5336,7793,422,2,9873946.9
18706,14,58,6232,4431,287,7,1873699.2
48950,28,96,2147,1817,174,4,4898771.5
92867,56,71,2813,9482,325,3,9289807.1
6796,66,21,2700,8971,808,4,683707.3
27465,65,39,374,9127,611,4,2751182.6
64520,79,68,565,6692,442,10,6459251.7
89455,50,32,6279,7260,601,4,8954183.9
93192,53,45,7786,4858,248,1,9321511.4
3864,11,80,2453,8700,358,8,394535.5
69261,92,18,4517,6155,682,10,6934022.8
54774,15,21,3092,8069,123,2,5484776.8
41879,62,45,1103,2097,657,4,4193646.4
23770,48,52,8886,1620,343,9,2382033
47217,64,5,4201,1303,992,2,4722631.3
85050,26,55,1480,6206,630,2,8513913.3
5505,33,94,7525,5416,189,7,557067.1
2875,78,25,9590,5923,293,10,290996.7
27279,37,57,1731,3408,215,4,2739499.3
84031,68,62,1078,7601,848,8,8413588.1
88410,87,89,3973,6789,468,6,8851564.4
55275,2,10,6676,8568,194,10,5531336.2
43890,92,58,626,1088,562,10,4392741.8
54977,51,10,5615,8100,300,2,5498970.4
10168,25,11,3695,2162,794,3,1018147
24633,76,62,3552,2008,458,8,2473370.6
47618,49,56,5133,1081,128,7,4767731.2
87761,19,84,8498,7376,985,5,8780796.5
74909,92,97,551,8988,522,3,7492808.4
53765,22,69,5780,7430,633,7,5383781.8
6948,91,24,2978,7347,942,2,700525.8
50582,34,6,3298,4181,955,10,5058897.2
2535,50,17,8057,4199,461,3,254139.9
91180,12,36,6233,9847,827,7,9124383.3
79420,32,2,5096,2968,882,9,7950297.4
21187,45,31,5983,1612,633,3,2126037.9
38569,16,13,1677,4409,640,7,3857629.8
72180,56,17,874,7851,256,1,7219866.8
43571,62,71,5582,6231,886,7,4359454.5
70891,29,89,2273,1769,691,6,7095721.2
51050,53,6,5315,5923,442,4,5107815.9
5443,7,72,5871,6172,335,6,553876
57243,22,10,2782,9257,348,2,5729138.4
52378,58,25,824,5696,724,7,5243913.9
93213,47,44,3442,2650,678,3,9329273.2
74624,79,79,4921,2235,543,10,7472113.4
47607,3,13,4708,3744,183,9,4763835.9
75556,53,38,7875,5529,964,6,7560024.9
53250,15,66,4158,316,188,6,5333073.4
39621,9,58,9093,4996,351,10,3972664.7
49694,69,100,2594,2874,516,10,4980264.3
97884,37,5,8357,263,775,3,9789569.6
62783,38,4,1926,4423,602,10,6281080.8
26216,36,41,2876,1933,668,0,2628209.1
18488,39,81,1717,8856,671,10,1857621.8
21573,46,71,6957,1506,429,1,2167154.1
77158,17,12,4271,8324,252,7,7721334.3
5872,34,60,5599,7795,399,3,594047.9
35894,4,7,5623,2451,394,0,3593541.1
50733,74,77,4902,3383,910,0,5080606.3
34525,16,70,8773,2547,687,2,3457650.9
24775,93,16,1404,9064,923,10,2478872.8
10841,93,19,4556,3040,743,8,1087980.9
10092,70,89,1367,7462,289,9,1013476.2
84004,89,32,9296,4463,352,2,8409632.4
18382,98,96,3381,4110,421,2,1850716.9
65453,2,24,7931,9048,273,3,6547199.8
62615,23,32,9747,4217,423,7,6271258.3
85871,62,94,5811,3786,218,2,8591699.7
93872,59,54,9364,7196,639,9,9394164.6
97766,25,47,6803,5026,895,6,9782882.4
14473,3,90,3317,8265,307,4,1458956.6
95180,5,90,7513,6148,197,9,9529323.9
44230,45,83,7989,7466,545,1,4425260.1
733,83,89,8578,1495,253,2,83786.4
42259,57,22,2212,7977,561,7,4229424.7
37317,19,18,1654,315,950,8,3737311.3
89655,37,40,1869,4519,281,5,8969499.3
34777,22,48,8890,9949,499,0,3485215
93375,54,97,3408,7326,381,9,9349234.9
92424,42,61,3143,8902,638,7,9252356.4
84512,61,31,4506,2709,637,7,8456557.8
62571,10,73,4434,3510,988,0,6267676
37341,37,17,9591,5926,680,6,3740485.7
15179,43,75,1577,4220,130,10,1523292.6
19093,93,9,7959,6377,942,2,1914448.9
83956,59,53,6703,1077,390,8,8401559.4
76435,28,16,7590,3230,309,9,7654285.6
13395,74,2,5146,2265,795,6,1347394.7
25187,16,23,3775,529,441,10,2520404.1
39193,96,31,783,7603,930,6,3928675.7
70525,57,70,6027,4555,718,2,7065207.3
54620,82,89,5408,8103,988,4,5474758.1
87557,10,41,3463,8093,722,10,8764296.5
15195,14,38,3838,8302,678,4,1522445.3
46445,85,22,5873,2599,772,6,4648828.1
44223,6,42,5301,8483,121,4,4431171.8
65165,19,97,3767,5246,926,9,6523661.6
63223,52,66,9008,2000,187,6,6331257.5
36636,24,9,182,2752,324,7,3668391.6
29526,22,67,7919,6085,934,7,2960766
80475,66,78,7862,5191,571,7,8051999.2
77967,67,3,2396,2240,581,3,7802836.9
8400,27,75,53,220,746,8,855584.8
76844,83,45,9298,5088,168,1,7687475.8
21245,89,91,2652,6202,963,1,2130072.8
149,28,43,411,475,110,9,23653.1
20178,72,93,8743,9058,616,0,2029287.7
80294,94,29,2047,9446,365,2,8034726.1
29570,24,32,6900,9341,921,4,2959463.2
76746,49,76,4499,8144,342,0,7685980.7
66415,8,10,7216,3430,306,4,6649811.2
17553,15,30,689,4490,698,7,1757689.7
55994,14,33,9205,9564,123,6,5610385.6
27399,78,68,697,682,417,0,2748170.4
65137,79,1,3489,9680,531,1,6516431.6
56625,40,38,9272,8255,812,4,5665903.9
56003,2,47,2105,4637,123,0,5606255
74545,15,60,4402,8431,952,0,7464550.6
62644,47,19,8846,768,148,0,6266262.9
88065,89,20,450,9679,831,4,8808060.3
7925,2,12,6134,5690,751,0,793551.1
94409,26,75,6193,3936,845,1,9450280.5
35307,50,66,1656,5414,332,5,3534202
85490,75,63,392,3256,103,10,8554823.2
39853,66,78,699,9491,434,9,3988957.7
28056,56,67,5397,8863,389,0,2811125.7
94620,49,28,3818,3487,668,0,9464860.1
57054,73,26,3472,9058,655,2,5711549.3
40095,14,41,8160,5969,924,7,4016266.5
24558,94,82,9742,8039,274,6,2462916.7
98665,11,80,6385,8513,178,7,9872450.7
98616,23,59,6929,6676,304,10,9863704.1
42363,12,74,6294,6032,316,7,4240879.1
65294,60,94,810,9713,717,6,6542693.8
44508,56,40,9095,8497,655,7,4456584.8
24905,99,49,5852,4135,801,5,2493994.4
82779,2,73,2306,6234,615,10,8286007.7
53340,28,72,1901,6745,586,7,5336464.1
97474,72,60,8016,3167,233,3,9759389.8
47747,22,99,8026,7764,726,0,4782005
10450,15,47,5418,7566,307,10,1056116.9
43902,50,96,5355,3508,348,9,4396635
8308,74,10,5579,2468,283,9,837632.1
51587,56,45,7621,4369,833,10,5166261.2
70055,68,31,9258,2511,543,3,7012927.2
22585,22,29,9716,5074,161,2,2265600.8
47257,56,79,8621,8262,405,0,4733393.2
475,23,18,9593,2913,189,2,51031.9
14691,93,48,6160,2170,830,4,1475251.1
21818,55,76,5746,3337,220,8,2195161.1
58567,92,29,9840,9683,376,1,5865940.1
58806,12,74,1230,1973,817,10,5892769
5518,98,59,4645,7088,337,6,554002.2
82728,40,99,3520,796,413,10,8277263.1
46957,35,32,3946,1152,664,0,4702732.1
12834,68,74,4960,5242,579,4,1293966.4
27632,62,88,480,937,279,10,2767841.1
32778,83,76,6818,5182,856,8,3286996.5
51679,63,39,1687,7621,422,10,5176042.3
25363,38,37,1104,6025,480,0,2538406
24451,12,86,3311,8286,373,0,2455578
54000,100,25,3108,9254,712,10,5407486.4
58043,37,91,825,4165,936,7,5814487.6
28780,22,18,6379,5644,298,7,2880890.1
39925,84,69,6874,944,616,9,3999341.9
64499,11,67,7264,1143,247,7,6456934.5
50663,77,42,9348,7849,850,3,5072020.1
88491,74,87,5702,2444,712,2,8860074.8
82363,73,48,5783,8271,399,9,8240927.2
8639,44,93,7339,7122,808,2,872181.8
54627,3,34,7542,880,184,2,5468021.3
22796,75,6,5358,826,643,3,2282740.6
89623,50,71,780,5158,337,2,8966278.5
68665,83,98,1736,6932,570,2,6875325.7
17806,85,48,9635,1507,825,4,1788958.4
95747,30,61,27,3430,293,3,9580216.9
68422,49,54,4105,4289,474,2,6845781.7
19801,9,63,9716,4524,665,8,1986493.9
73693,12,4,2188,940,147,10,7373367.4
39631,19,16,8386,7561,534,10,3964309.1
64250,8,10,4703,17,487,4,6425870.1
98678,95,3,6810,1391,556,3,9873512.3
62815,79,78,3481,5081,720,2,6288969.5
73719,79,95,2610,2417,923,2,7383556.4
19729,30,81,1905,4477,591,1,1980073.3
97543,5,8,267,6335,999,4,9757314.6
32928,85,81,2054,9554,178,9,3299683.9
30164,7,61,9196,8476,122,1,3027330
97854,38,96,1911,9946,815,7,9794720.2
81894,8,38,513,9948,839,8,8190534.4
87637,99,76,5800,313,614,9,8769314.1
97355,2,24,5554,9627,646,3,9743997.9
62859,79,99,7664,8744,713,10,6296801
6032,15,97,8352,8930,621,1,613823.7
93180,91,3,2120,5643,653,1,9323693.2
74062,4,96,2906,5853,566,5,7418356.3
