carat;depth;table;price;x;y;z
0.55;61.50;60.00;1087.00;5.23;5.25;3.22
0.50;63.20;57.00;1087.00;5.07;5.09;3.21
0.40;61.40;55.00;1087.00;4.77;4.78;2.93
0.37;61.40;55.00;1087.00;4.62;4.66;2.85
0.42;59.80;58.00;1087.00;4.90;4.86;2.92
0.42;61.20;60.00;1087.00;4.84;4.77;2.94
0.42;61.60;58.00;1087.00;4.82;4.79;2.96
0.42;62.00;57.00;1087.00;4.82;4.80;2.98
0.42;61.70;59.00;1087.00;4.83;4.76;2.96
0.42;62.40;57.00;1087.00;4.79;4.76;2.98
0.42;59.50;59.00;1087.00;4.89;4.83;2.89
0.42;61.80;56.00;1087.00;4.84;4.81;2.98
0.42;61.60;56.00;1087.00;4.83;4.82;2.97
0.42;60.80;57.00;1087.00;4.85;4.82;2.94
0.42;60.60;58.00;1087.00;4.88;4.83;2.94
0.42;60.10;61.00;1087.00;4.84;4.81;2.90
0.42;60.10;61.00;1087.00;4.86;4.79;2.90
0.42;62.20;54.00;1087.00;4.82;4.80;2.99
0.42;62.20;56.00;1087.00;4.82;4.80;2.99
0.42;61.70;57.00;1087.00;4.83;4.80;2.97
0.42;61.20;56.00;1087.00;4.84;4.80;2.95
0.42;61.90;58.00;1087.00;4.82;4.77;2.97
0.42;62.40;54.00;1087.00;4.83;4.78;3.00
0.42;60.60;59.00;1087.00;4.85;4.78;2.92
0.42;62.10;56.00;1087.00;4.84;4.79;2.99
0.42;62.00;58.00;1087.00;4.81;4.77;2.97
0.42;62.60;57.00;1087.00;4.80;4.76;2.99
0.41;62.20;56.00;1087.00;4.80;4.75;2.97
0.47;59.30;56.00;1087.00;5.07;5.05;3.02
0.70;66.20;59.00;1087.00;5.59;5.40;3.65
0.42;61.40;56.00;1087.00;4.85;4.82;2.97
0.47;60.20;61.00;1087.00;5.05;4.96;3.02
0.46;62.80;57.00;1087.00;4.92;4.83;3.06
0.39;60.00;56.00;1088.00;4.79;4.77;2.87
0.52;62.40;55.00;1088.00;5.10;5.12;3.19
0.40;61.70;56.00;1088.00;4.72;4.74;2.92
0.40;60.70;58.00;1088.00;4.70;4.75;2.87
0.40;62.80;56.00;1088.00;4.69;4.73;2.96
0.40;62.20;59.00;1088.00;4.65;4.70;2.91
0.40;61.70;55.00;1088.00;4.74;4.76;2.93
0.40;60.80;59.00;1088.00;4.72;4.76;2.88
0.40;62.40;57.00;1088.00;4.69;4.73;2.94
0.40;60.80;59.00;1088.00;4.71;4.73;2.87
0.40;62.40;56.00;1088.00;4.72;4.74;2.95
0.40;62.80;57.00;1088.00;4.66;4.73;2.95
0.52;61.10;57.00;1088.00;5.23;5.12;3.16
0.40;59.40;61.00;1088.00;4.80;4.83;2.86
0.48;65.40;59.00;1088.00;4.79;4.88;3.16
0.42;59.90;65.00;1088.00;4.83;4.89;2.91
0.40;62.30;54.00;1088.00;4.77;4.74;2.96
0.40;61.40;57.00;1088.00;4.81;4.74;2.93
0.40;61.80;58.00;1088.00;4.72;4.69;2.91
0.40;62.20;55.00;1088.00;4.75;4.70;2.94
0.40;62.00;54.00;1088.00;4.76;4.72;2.94
0.58;64.70;56.00;1088.00;5.31;5.24;3.41
0.40;62.20;57.60;1089.00;4.74;4.76;2.96
0.50;63.50;56.00;1089.00;5.01;5.04;3.19
0.46;63.50;57.00;1089.00;4.85;4.91;3.10
0.39;60.90;55.00;1089.00;4.75;4.80;2.91
0.58;61.50;55.00;1089.00;5.36;5.40;3.31
0.44;62.90;58.00;1089.00;4.85;4.82;3.04
0.44;61.90;59.00;1089.00;4.90;4.86;3.02
0.55;57.70;61.00;1089.00;5.37;5.34;3.09
0.44;61.30;57.00;1089.00;4.98;4.91;3.03
0.41;64.50;57.00;1089.00;4.68;4.65;3.01
0.44;59.70;59.00;1090.00;4.94;5.01;2.97
0.50;64.00;56.00;1090.00;5.03;4.97;3.20
0.50;62.40;58.00;1090.00;5.06;5.01;3.14
0.50;64.20;59.00;1090.00;5.03;4.97;3.21
0.51;58.90;60.00;1090.00;5.19;5.24;3.07
0.51;63.00;57.00;1090.00;5.11;5.14;3.23
0.54;61.40;59.00;1090.00;5.21;5.24;3.21
0.52;61.60;55.00;1090.00;5.16;5.19;3.19
0.50;64.00;57.00;1090.00;5.04;4.99;3.21
0.50;63.70;59.00;1090.00;5.07;5.01;3.21
0.58;62.80;57.00;1090.00;5.28;5.33;3.33
0.40;62.30;54.00;1090.00;4.74;4.76;2.96
0.40;62.20;55.00;1090.00;4.71;4.77;2.95
0.56;62.80;58.00;1091.00;5.19;5.23;3.27
0.51;61.30;58.00;1091.00;5.15;5.19;3.17
0.35;61.90;56.00;1091.00;4.55;4.53;2.81
0.45;62.80;58.00;1091.00;4.88;4.84;3.05
0.50;58.70;59.00;1091.00;5.15;5.11;3.01
0.53;60.90;55.00;1092.00;5.26;5.29;3.21
0.39;63.00;60.00;1092.00;4.61;4.63;2.91
0.40;61.60;57.00;1092.00;4.73;4.75;2.92
0.38;62.40;54.10;1092.00;4.62;4.67;2.90
0.38;62.10;53.90;1092.00;4.65;4.67;2.90
0.37;62.00;57.00;1092.00;4.59;4.62;2.85
0.70;68.60;59.00;1092.00;5.45;5.31;3.70
0.35;61.20;55.00;1092.00;4.62;4.59;2.82
0.52;58.60;62.00;1092.00;5.28;5.24;3.08
0.39;60.60;55.00;1092.00;4.77;4.73;2.88
0.43;61.40;56.00;1093.00;4.87;4.90;3.00
0.47;61.80;62.00;1093.00;4.94;4.97;3.06
0.53;62.70;56.00;1093.00;5.18;5.15;3.24
0.53;62.40;56.00;1093.00;5.18;5.14;3.22
0.43;62.40;56.00;1093.00;4.87;4.84;3.02
0.50;63.80;59.00;1094.00;5.02;4.95;3.18
0.50;60.90;57.00;1094.00;5.15;5.10;3.12
0.50;62.30;59.00;1094.00;5.02;4.99;3.12
0.30;62.10;56.00;1094.00;4.32;4.31;2.68
0.43;62.30;54.00;1094.00;4.84;4.85;3.02
0.50;64.90;54.00;1094.00;5.01;4.98;3.24
0.42;61.90;54.20;1094.00;4.80;4.82;2.98
0.56;61.70;54.00;1094.00;5.31;5.36;3.29
0.43;63.00;55.00;1094.00;4.85;4.87;3.06
0.36;60.80;57.00;1094.00;4.59;4.62;2.80
0.36;61.70;55.00;1094.00;4.58;4.62;2.84
0.51;61.30;55.00;1094.00;5.17;5.19;3.17
0.56;62.10;54.00;1094.00;5.30;5.32;3.30
0.53;61.50;56.00;1094.00;5.21;5.23;3.21
0.52;61.80;54.00;1094.00;5.16;5.19;3.20
0.36;60.50;58.00;1094.00;4.63;4.60;2.79
0.36;62.00;56.00;1094.00;4.59;4.57;2.84
0.36;61.30;58.00;1094.00;4.58;4.56;2.80
0.36;61.80;56.00;1094.00;4.60;4.56;2.83
0.36;62.40;55.00;1094.00;4.61;4.59;2.87
0.36;61.60;57.00;1094.00;4.58;4.54;2.81
0.36;61.70;56.00;1094.00;4.58;4.56;2.82
0.36;60.40;58.00;1094.00;4.67;4.64;2.81
0.36;61.80;56.00;1094.00;4.60;4.56;2.83
0.36;61.00;56.00;1094.00;4.63;4.59;2.81
0.50;63.50;58.00;1094.00;5.03;4.98;3.18
0.50;62.20;54.00;1094.00;5.14;5.08;3.18
0.36;61.00;58.00;1094.00;4.62;4.59;2.81
0.36;59.10;58.00;1094.00;4.68;4.63;2.75
0.36;61.80;58.00;1094.00;4.58;4.55;2.82
0.36;61.50;57.00;1094.00;4.58;4.56;2.81
0.36;60.60;57.00;1094.00;4.61;4.57;2.78
0.36;61.00;59.00;1094.00;4.61;4.57;2.80
0.36;61.70;55.00;1094.00;4.60;4.58;2.83
0.36;61.60;56.00;1094.00;4.57;4.55;2.81
0.33;59.40;59.00;1094.00;4.54;4.49;2.68
0.36;61.10;57.00;1094.00;4.62;4.58;2.81
0.30;62.10;56.00;1094.00;4.35;4.28;2.68
0.58;62.10;57.00;1095.00;5.35;5.41;3.34
0.39;59.90;59.00;1095.00;4.73;4.75;2.84
0.39;61.90;57.00;1095.00;4.69;4.71;2.91
0.32;62.60;55.00;1095.00;4.38;4.41;2.75
0.39;60.30;56.00;1095.00;4.71;4.77;2.86
0.32;61.90;56.00;1095.00;4.40;4.42;2.73
0.39;60.40;59.00;1095.00;4.72;4.75;2.86
0.39;62.30;57.00;1095.00;4.64;4.70;2.91
0.39;62.00;57.00;1095.00;4.67;4.71;2.91
0.32;61.60;58.00;1095.00;4.38;4.39;2.70
0.38;62.40;56.00;1095.00;4.64;4.68;2.91
0.36;61.10;56.00;1095.00;4.60;4.63;2.82
0.50;62.00;58.00;1095.00;5.08;5.11;3.16
0.38;59.70;62.00;1096.00;4.71;4.74;2.82
0.38;62.50;53.00;1096.00;4.63;4.68;2.91
0.38;62.40;53.00;1096.00;4.63;4.67;2.90
0.38;62.10;55.00;1096.00;4.66;4.71;2.91
0.35;61.30;55.00;1096.00;4.55;4.58;2.80
0.38;61.00;57.00;1096.00;4.67;4.71;2.86
0.38;62.30;54.00;1096.00;4.64;4.70;2.91
0.38;62.40;54.00;1096.00;4.66;4.70;2.92
0.38;61.90;55.00;1096.00;4.67;4.70;2.90
0.42;60.90;62.00;1096.00;4.86;4.80;2.94
0.54;61.80;61.00;1097.00;5.28;5.18;3.23
0.57;62.10;60.00;1097.00;5.32;5.27;3.29
0.50;59.90;57.00;1097.00;5.12;5.16;3.08
0.39;61.80;55.00;1097.00;4.68;4.75;2.92
0.40;60.80;57.00;1097.00;4.78;4.81;2.91
0.40;61.70;55.00;1097.00;4.75;4.78;2.94
0.40;61.80;56.00;1097.00;4.72;4.75;2.92
0.40;61.70;57.00;1097.00;4.71;4.74;2.91
0.40;60.80;54.00;1097.00;4.80;4.83;2.93
0.50;63.20;61.00;1097.00;5.05;5.02;3.18
0.30;61.00;59.00;1097.00;4.33;4.29;2.63
0.38;62.10;57.00;1097.00;4.65;4.62;2.88
0.30;61.90;58.00;1097.00;4.30;4.26;2.65
0.38;62.40;56.00;1097.00;4.69;4.63;2.91
0.30;60.10;60.00;1097.00;4.32;4.30;2.59
0.57;62.10;57.00;1097.00;5.33;5.29;3.30
0.39;62.10;58.00;1097.00;4.65;4.63;2.88
0.39;62.60;58.00;1097.00;4.70;4.66;2.93
0.39;62.40;57.00;1097.00;4.68;4.62;2.90
0.39;59.60;60.00;1097.00;4.75;4.72;2.82
0.39;62.30;57.00;1097.00;4.67;4.64;2.90
0.39;58.80;59.00;1097.00;4.76;4.73;2.79
0.50;62.40;59.00;1097.00;5.09;5.00;3.15
0.50;61.00;62.00;1097.00;5.13;5.09;3.12
0.50;61.10;57.00;1098.00;5.14;5.20;3.16
0.50;63.00;57.00;1098.00;5.01;5.05;3.17
0.51;62.00;57.00;1098.00;5.09;5.13;3.17
0.51;61.00;56.00;1098.00;5.16;5.20;3.16
0.38;62.40;57.00;1098.00;4.62;4.71;2.91
0.51;60.30;56.00;1098.00;5.19;5.22;3.14
0.54;62.00;54.00;1098.00;5.23;5.28;3.26
0.52;61.90;56.00;1098.00;5.16;5.22;3.20
0.50;58.20;59.00;1098.00;5.24;5.27;3.06
0.50;66.50;58.00;1098.00;4.87;4.90;3.25
0.54;62.70;59.00;1099.00;5.17;5.20;3.25
0.50;61.60;57.00;1099.00;5.08;5.12;3.14
0.41;61.10;54.00;1099.00;4.80;4.85;2.95
0.30;59.60;61.00;1099.00;4.39;4.34;2.60
0.51;62.70;56.00;1100.00;5.07;5.10;3.19
0.55;60.90;56.00;1100.00;5.29;5.35;3.24
0.38;62.20;56.00;1100.00;4.58;4.65;2.87
0.38;62.00;57.00;1100.00;4.61;4.62;2.86
0.38;61.60;55.00;1100.00;4.67;4.72;2.89
0.38;61.60;55.00;1100.00;4.63;4.66;2.86
0.38;61.90;57.00;1100.00;4.63;4.65;2.87
0.57;63.30;56.00;1100.00;5.24;5.28;3.33
0.33;61.00;55.00;1100.00;4.47;4.52;2.74
0.39;62.10;54.60;1100.00;4.67;4.70;2.91
0.52;61.10;56.00;1100.00;5.19;5.22;3.18
0.51;61.00;55.00;1100.00;5.18;5.21;3.17
0.55;60.90;57.00;1100.00;5.24;5.30;3.21
0.41;61.80;55.00;1100.00;4.79;4.82;2.97
0.51;63.20;57.00;1100.00;5.07;5.03;3.19
0.38;62.00;54.70;1101.00;4.62;4.67;2.88
0.38;62.30;54.10;1101.00;4.63;4.66;2.90
0.55;61.00;56.00;1101.00;5.31;5.34;3.25
0.39;61.90;54.00;1101.00;4.67;4.73;2.91
0.50;58.30;58.00;1101.00;5.23;5.20;3.04
0.38;62.70;57.00;1101.00;4.71;4.64;2.93
0.62;65.40;59.00;1101.00;5.39;5.28;3.49
0.42;61.90;55.00;1102.00;4.83;4.86;3.00
0.30;61.20;57.00;1102.00;4.33;4.36;2.66
0.49;59.90;56.00;1102.00;5.15;5.18;3.10
0.36;61.70;59.00;1102.00;4.56;4.52;2.80
0.47;61.80;60.00;1102.00;4.98;4.95;3.07
0.45;65.80;55.00;1102.00;4.81;4.73;3.14
0.33;61.50;57.00;1103.00;4.44;4.48;2.75
0.37;61.50;56.00;1103.00;4.59;4.64;2.84
0.56;61.80;57.00;1103.00;5.28;5.33;3.28
0.35;61.80;57.00;1103.00;4.53;4.50;2.79
0.42;60.70;55.00;1103.00;4.89;4.86;2.96
0.42;61.30;56.00;1103.00;4.82;4.81;2.95
0.42;62.40;55.00;1103.00;4.82;4.79;3.00
0.42;62.70;56.00;1103.00;4.77;4.74;2.98
0.42;62.60;55.00;1103.00;4.78;4.77;2.99
0.42;62.10;57.00;1103.00;4.80;4.77;2.97
0.42;62.20;56.00;1103.00;4.81;4.77;2.98
0.42;60.40;59.00;1103.00;4.82;4.78;2.90
0.42;59.90;61.00;1103.00;4.88;4.84;2.91
0.42;60.90;57.00;1103.00;4.88;4.84;2.96
0.42;61.20;58.00;1103.00;4.86;4.82;2.96
0.42;61.00;57.00;1103.00;4.87;4.84;2.96
0.42;61.30;57.00;1103.00;4.85;4.80;2.96
0.42;61.80;59.00;1103.00;4.83;4.81;2.98
0.42;61.40;57.00;1103.00;4.83;4.78;2.95
0.42;61.90;57.00;1103.00;4.81;4.79;2.97
0.42;60.90;59.00;1103.00;4.85;4.80;2.94
0.42;62.30;55.00;1103.00;4.79;4.77;2.98
0.42;61.90;55.00;1103.00;4.82;4.78;2.97
0.42;61.40;56.00;1103.00;4.84;4.80;2.96
0.42;61.80;56.00;1103.00;4.84;4.80;2.98
0.42;61.20;56.00;1103.00;4.84;4.80;2.95
0.42;62.20;55.00;1103.00;4.80;4.75;2.97
0.42;62.40;55.00;1103.00;4.82;4.80;3.00
0.42;62.10;54.00;1103.00;4.83;4.80;2.99
0.35;61.70;54.00;1103.00;4.55;4.53;2.80
0.49;59.50;62.00;1103.00;5.14;5.12;3.05
0.56;59.60;58.00;1103.00;5.42;5.35;3.21
0.50;67.10;59.00;1103.00;4.96;4.84;3.29
0.50;60.60;59.00;1104.00;5.07;5.12;3.09
0.51;60.70;56.00;1104.00;5.17;5.21;3.15
0.50;62.60;56.00;1104.00;5.05;5.11;3.18
0.50;61.80;58.00;1104.00;5.08;5.11;3.15
0.38;62.70;56.00;1104.00;4.64;4.61;2.90
0.40;62.90;55.00;1104.00;4.76;4.71;2.98
0.73;66.20;56.00;1104.00;5.62;5.46;3.69
0.54;62.90;57.00;1105.00;5.18;5.21;3.27
0.51;60.50;56.00;1105.00;5.23;5.25;3.17
0.45;61.80;57.00;1105.00;4.90;4.94;3.04
0.42;62.10;55.00;1105.00;4.81;4.85;3.00
0.41;62.40;56.00;1105.00;4.75;4.80;2.98
0.41;61.90;59.00;1105.00;4.75;4.78;2.95
0.41;62.50;57.00;1105.00;4.72;4.75;2.96
0.41;61.10;56.00;1105.00;4.78;4.81;2.93
0.41;62.20;58.00;1105.00;4.78;4.80;2.98
0.42;62.20;59.00;1105.00;4.76;4.79;2.97
0.42;59.50;59.00;1105.00;4.86;4.88;2.90
0.45;61.40;61.00;1105.00;4.89;4.95;3.02
0.42;61.60;57.00;1105.00;4.80;4.84;2.97
0.31;61.70;55.00;1105.00;4.38;4.40;2.71
0.31;61.30;56.00;1105.00;4.38;4.40;2.69
0.31;61.50;56.00;1105.00;4.34;4.37;2.68
0.35;61.70;57.00;491.00;4.52;4.56;2.80
0.34;59.40;57.00;491.00;4.54;4.58;2.71
0.30;62.10;59.00;491.00;4.25;4.28;2.65
0.30;63.20;58.00;491.00;4.22;4.26;2.68
0.24;61.90;56.00;492.00;3.97;4.01;2.47
0.23;62.50;58.00;492.00;3.89;3.92;2.44
0.24;62.90;59.00;492.00;3.95;3.97;2.49
0.24;63.50;57.00;492.00;3.94;3.96;2.51
0.23;62.00;58.00;492.00;3.92;3.95;2.44
0.24;61.90;54.00;492.00;3.99;4.02;2.48
0.23;61.30;61.00;492.00;3.94;3.99;2.43
0.28;61.30;57.00;492.00;4.21;4.24;2.59
0.23;59.90;58.00;492.00;3.98;4.03;2.40
0.28;64.90;57.00;492.00;4.13;4.16;2.69
0.24;65.00;58.00;492.00;3.89;3.93;2.54
0.24;65.00;58.00;492.00;3.85;3.90;2.52
0.24;64.80;57.00;492.00;3.90;3.94;2.54
0.24;60.80;64.00;492.00;3.97;3.99;2.42
0.28;64.60;55.00;492.00;4.15;4.18;2.69
0.24;65.10;58.00;492.00;3.86;3.88;2.52
0.33;62.70;58.00;492.00;4.39;4.41;2.76
0.33;62.40;57.00;492.00;4.39;4.42;2.75
0.33;62.40;56.00;492.00;4.41;4.44;2.76
0.33;63.20;57.00;492.00;4.39;4.44;2.79
0.33;60.90;56.00;492.00;4.45;4.48;2.72
0.33;63.40;56.00;492.00;4.40;4.43;2.80
0.33;59.50;59.00;492.00;4.48;4.50;2.67
0.33;61.30;56.00;492.00;4.45;4.49;2.74
0.33;63.30;53.00;492.00;4.39;4.42;2.79
0.33;61.60;59.00;492.00;4.41;4.42;2.72
0.50;64.10;57.00;1105.00;5.00;4.95;3.19
0.63;63.30;59.00;1105.00;5.51;5.31;3.45
0.52;62.90;58.00;1105.00;5.14;5.04;3.20
0.59;62.20;59.00;1106.00;5.38;5.32;3.33
0.40;61.00;55.00;1106.00;4.77;4.81;2.92
0.53;61.40;56.00;1106.00;5.19;5.23;3.20
0.40;62.60;54.00;1106.00;4.71;4.74;2.96
0.40;61.40;59.00;1106.00;4.71;4.74;2.90
0.40;62.50;54.00;1106.00;4.73;4.77;2.97
0.50;63.10;61.00;1106.00;5.06;4.98;3.17
0.50;63.20;58.00;1106.00;5.08;5.04;3.20
0.39;60.80;57.00;1107.00;4.72;4.75;2.88
0.51;63.10;64.00;1107.00;5.08;5.03;3.19
0.43;60.50;59.00;1107.00;4.92;4.90;2.97
0.32;61.60;55.00;1107.00;4.41;4.45;2.73
0.44;61.20;55.00;1107.00;4.92;4.95;3.02
0.34;61.80;55.00;1107.00;4.49;4.50;2.78
0.50;61.40;57.00;1107.00;5.10;5.13;3.14
0.50;63.80;57.00;1107.00;5.02;4.98;3.19
0.41;61.30;56.00;1107.00;4.85;4.80;2.96
0.41;62.00;56.00;1107.00;4.77;4.75;2.95
0.41;61.50;59.00;1107.00;4.81;4.75;2.94
0.41;61.80;55.00;1107.00;4.79;4.76;2.95
0.41;61.90;57.00;1107.00;4.82;4.78;2.97
0.41;59.80;61.00;1107.00;4.84;4.79;2.88
0.41;61.00;57.00;1107.00;4.81;4.76;2.92
0.41;61.80;56.00;1107.00;4.80;4.78;2.96
0.41;61.40;55.00;1107.00;4.83;4.78;2.95
0.41;61.10;56.00;1107.00;4.84;4.79;2.94
0.41;61.30;58.00;1107.00;4.84;4.79;2.95
0.41;60.80;56.00;1107.00;4.81;4.80;2.92
0.41;61.10;56.00;1107.00;4.83;4.80;2.94
0.41;60.30;58.00;1107.00;4.85;4.80;2.91
0.41;60.30;60.00;1107.00;4.84;4.81;2.91
0.41;60.00;56.00;1107.00;4.88;4.82;2.91
0.41;62.60;57.00;1107.00;4.79;4.76;2.99
0.41;61.80;56.00;1107.00;4.79;4.76;2.95
0.41;61.60;59.00;1107.00;4.77;4.74;2.93
0.41;60.90;57.00;1107.00;4.78;4.74;2.90
0.41;62.10;56.00;1107.00;4.79;4.74;2.96
0.41;62.40;56.00;1107.00;4.77;4.75;2.97
0.41;62.30;57.00;1107.00;4.78;4.75;2.97
0.41;61.80;57.00;1107.00;4.79;4.75;2.95
0.41;62.60;58.00;1107.00;4.81;4.75;2.99
0.41;63.20;57.00;1107.00;4.76;4.74;3.00
0.41;61.90;56.00;1107.00;4.76;4.74;2.94
0.41;62.70;57.00;1107.00;4.78;4.73;2.98
0.41;62.80;58.00;1107.00;4.73;4.69;2.96
0.41;62.60;57.00;1107.00;4.74;4.71;2.96
0.41;62.70;56.00;1107.00;4.78;4.72;2.98
0.41;62.80;57.00;1107.00;4.76;4.73;2.98
0.41;61.80;57.00;1107.00;4.78;4.73;2.94
0.70;62.30;58.00;1107.00;5.69;5.55;3.51
0.31;62.30;56.00;1107.00;4.34;4.30;2.69
0.37;62.30;54.00;1108.00;4.57;4.65;2.87
0.51;61.50;59.00;1108.00;5.07;5.14;3.14
0.42;62.80;57.00;1108.00;4.79;4.79;3.01
0.42;62.50;57.00;1109.00;4.75;4.85;3.00
0.46;56.50;61.00;1109.00;5.11;5.05;2.87
0.59;62.80;59.00;1109.00;5.34;5.36;3.36
0.55;60.40;56.00;1109.00;5.32;5.36;3.23
0.32;62.40;56.00;1109.00;4.43;4.39;2.75
0.34;60.90;56.00;1109.00;4.56;4.51;2.76
0.51;60.20;58.00;1109.00;5.24;5.20;3.14
0.33;63.20;56.00;1109.00;4.45;4.44;2.81
0.51;66.50;58.00;1109.00;4.95;4.89;3.27
0.53;63.20;55.00;1110.00;5.17;5.18;3.27
0.48;60.60;62.00;1110.00;5.06;5.00;3.05
0.50;62.40;55.00;1110.00;5.09;5.11;3.18
0.50;62.00;55.00;1110.00;5.10;5.12;3.17
0.41;61.60;57.00;1110.00;4.77;4.81;2.95
0.41;62.10;55.00;1110.00;4.78;4.81;2.98
0.47;59.50;60.00;1110.00;5.09;5.06;3.02
0.40;60.60;65.00;1110.00;4.74;4.71;2.86
0.40;62.90;55.00;1111.00;4.71;4.74;2.97
0.40;61.90;59.00;1111.00;4.71;4.75;2.93
0.40;62.30;60.00;1111.00;4.65;4.69;2.91
0.52;61.70;58.00;1111.00;5.12;5.16;3.17
0.52;63.10;57.00;1111.00;5.09;5.14;3.23
0.52;62.60;55.00;1111.00;5.12;5.16;3.22
0.40;62.80;56.00;1111.00;4.68;4.72;2.95
0.54;62.70;57.00;1111.00;5.20;5.23;3.27
0.70;63.90;62.00;1111.00;5.62;5.57;3.58
0.52;60.70;56.00;1112.00;5.17;5.21;3.15
0.52;62.00;59.00;1112.00;5.18;5.15;3.20
0.54;63.90;54.00;1112.00;5.18;5.12;3.29
0.38;60.10;56.00;1112.00;4.72;4.69;2.83
0.30;62.20;57.00;1112.00;4.35;4.30;2.69
0.38;61.70;55.00;1112.00;4.68;4.66;2.88
0.38;60.50;62.00;1112.00;4.74;4.65;2.84
0.38;60.50;58.00;1112.00;4.70;4.66;2.83
0.38;60.30;58.00;1112.00;4.72;4.67;2.83
0.38;59.20;60.00;1112.00;4.77;4.73;2.81
0.38;62.20;59.00;1112.00;4.67;4.63;2.89
0.38;61.80;58.00;1112.00;4.64;4.61;2.86
0.38;62.20;55.00;1112.00;4.67;4.63;2.89
0.57;62.50;54.00;1113.00;5.32;5.34;3.33
0.53;62.30;53.00;1113.00;5.21;5.25;3.26
0.57;61.60;54.00;1113.00;5.36;5.38;3.31
0.46;64.40;60.00;1113.00;4.88;4.90;3.15
0.43;60.80;59.00;1113.00;4.91;4.86;2.97
0.53;62.50;60.00;1113.00;5.18;5.16;3.23
0.43;62.30;58.00;1113.00;4.81;4.75;2.98
0.43;60.00;59.00;1113.00;4.98;4.86;2.95
0.43;61.30;58.00;1113.00;4.86;4.83;2.97
0.43;61.10;58.00;1113.00;4.88;4.84;2.97
0.43;61.20;58.00;1113.00;4.90;4.84;2.98
0.43;59.10;60.00;1113.00;4.93;4.88;2.90
0.43;62.90;59.00;1113.00;4.83;4.78;3.02
0.43;62.30;58.00;1113.00;4.85;4.81;3.01
0.43;61.10;59.00;1113.00;4.86;4.83;2.96
0.53;62.90;58.00;1114.00;5.16;5.18;3.25
0.54;61.40;56.00;1114.00;5.25;5.27;3.23
0.54;61.70;56.00;1114.00;5.25;5.29;3.25
0.30;62.10;55.00;1114.00;4.32;4.31;2.68
0.30;62.40;56.00;1114.00;4.31;4.28;2.68
0.30;62.00;59.00;1114.00;4.28;4.24;2.64
0.33;60.30;58.00;1114.00;4.49;4.47;2.70
0.33;61.50;55.00;1114.00;4.47;4.44;2.74
0.30;61.80;59.00;1114.00;4.29;4.26;2.64
0.36;61.60;57.00;1114.00;4.59;4.56;2.82
0.33;61.70;57.00;1114.00;4.44;4.41;2.73
0.33;61.20;57.00;1114.00;4.47;4.45;2.73
0.30;61.90;57.00;1114.00;4.33;4.30;2.67
0.33;62.10;55.00;1114.00;4.44;4.41;2.75
0.33;61.90;55.00;1114.00;4.44;4.42;2.74
0.33;60.30;59.00;1114.00;4.49;4.47;2.70
0.33;62.00;58.00;1114.00;4.42;4.39;2.73
0.33;61.80;60.00;1114.00;4.44;4.40;2.73
0.33;60.90;60.00;1114.00;4.50;4.46;2.73
0.33;61.70;54.00;1114.00;4.48;4.47;2.76
0.33;60.90;58.00;1114.00;4.47;4.43;2.71
0.33;60.40;59.00;1114.00;4.47;4.44;2.69
0.33;61.50;56.00;1114.00;4.46;4.45;2.74
0.33;61.70;56.00;1114.00;4.47;4.45;2.75
0.33;62.00;56.00;1114.00;4.48;4.45;2.77
0.33;62.00;56.00;1114.00;4.48;4.45;2.77
0.33;62.20;57.00;1114.00;4.46;4.41;2.76
0.33;61.20;60.00;1114.00;4.44;4.42;2.71
0.33;61.80;55.00;1114.00;4.45;4.42;2.74
0.33;60.80;56.00;1114.00;4.46;4.42;2.70
0.33;62.30;55.00;1114.00;4.46;4.43;2.77
0.33;61.90;59.00;1114.00;4.41;4.38;2.72
0.33;62.80;59.00;1114.00;4.44;4.38;2.77
0.33;61.40;60.00;1114.00;4.44;4.39;2.71
0.33;62.10;58.00;1114.00;4.43;4.40;2.74
0.50;59.80;66.00;1114.00;5.18;5.09;3.07
0.54;61.40;66.00;1114.00;5.24;5.18;3.20
0.50;65.10;58.00;1114.00;5.04;4.94;3.25
0.32;60.90;57.00;1114.00;4.48;4.45;2.72
0.41;61.90;55.00;1115.00;4.78;4.79;2.96
0.41;60.10;59.00;1115.00;4.79;4.82;2.89
0.41;60.30;58.00;1115.00;4.79;4.83;2.90
0.41;61.90;55.00;1115.00;4.74;4.79;2.95
0.41;60.10;57.00;1115.00;4.83;4.85;2.91
0.41;60.40;58.00;1115.00;4.80;4.84;2.91
0.41;61.70;57.00;1115.00;4.73;4.80;2.94
0.41;61.00;59.00;1115.00;4.77;4.83;2.93
0.41;61.00;56.00;1115.00;4.78;4.82;2.93
0.41;62.60;55.00;1115.00;4.73;4.76;2.97
0.41;61.00;59.00;1115.00;4.79;4.82;2.93
0.41;62.90;54.00;1115.00;4.70;4.74;2.97
0.41;60.60;57.00;1115.00;4.81;4.86;2.93
0.41;61.40;56.00;1115.00;4.76;4.81;2.94
0.41;60.10;58.00;1115.00;4.79;4.83;2.89
0.41;61.20;56.00;1115.00;4.78;4.80;2.93
0.41;62.30;56.00;1115.00;4.73;4.77;2.96
0.41;62.50;56.00;1115.00;4.72;4.75;2.96
0.41;61.70;56.00;1115.00;4.78;4.81;2.96
0.41;60.60;58.00;1115.00;4.79;4.84;2.92
0.41;62.40;58.00;1115.00;4.70;4.76;2.95
0.41;60.40;55.00;1115.00;4.85;4.89;2.94
