id;host_id;latitude;longitude;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;;;;;;;
32634874;219517861;4.070.604;-7.401.216;248;2;7;26/06/2019;2.59;327;294;;;;;;;
32634964;219517861;4.070.652;-7.401.048;396;2;6;28/05/2019;1.8;327;323;;;;;;;
32635018;219517861;4.070.624;-7.401.227;376;2;10;24/05/2019;2.46;327;276;;;;;;;
32635385;6790993;4.068.908;-739.522;93;1;0;;;1;77;;;;;;;
32635569;3002665;407.146;-7.394.167;125;1;1;14/05/2019;0.54;2;365;;;;;;;
32635717;219517861;407.057;-7.401.221;230;2;6;10/06/2019;1.98;327;297;;;;;;;
32635722;219517861;4.070.608;-7.401.112;416;2;7;08/06/2019;1.72;327;338;;;;;;;
32636472;236908324;4.085.117;-7.394.065;50;1;22;06/07/2019;5.41;1;24;;;;;;;
32636494;3901955;4.080.556;-7.395.497;134;7;0;;;1;9;;;;;;;
32636654;160618190;4.070.225;-7.381.546;129;30;0;;;1;348;;;;;;;
32636982;245369413;4.083.485;-7.385.954;93;5;1;26/02/2019;0.23;1;306;;;;;;;
32637632;2603586;4.080.761;-7.394.305;150;2;0;;;1;6;;;;;;;
32638547;16866694;4.069.127;-7.393.856;100;1;13;24/06/2019;3.86;1;13;;;;;;;
32638687;225087238;4.070.881;-7.396.688;235;5;13;04/07/2019;2.98;1;153;;;;;;;
32638774;72166833;4.084.389;-7.393.688;51;3;0;;;1;13;;;;;;;
32639119;161985273;4.065.554;-739.499;45;3;7;01/07/2019;3.13;1;43;;;;;;;
32640244;245399415;4.075.664;-7.392.806;180;1;12;02/07/2019;2.98;1;82;;;;;;;
32640289;16098958;4.076.651;-7.398.752;202;30;1;31/05/2019;0.77;96;327;;;;;;;
32640768;123810965;4.081.072;-7.394.236;50;1;13;30/06/2019;3.22;2;168;;;;;;;
32641909;48146336;4.076.237;-7.399.202;160;30;1;18/05/2019;0.58;20;332;;;;;;;
32641991;227520154;4.070.897;-7.396.392;65;4;0;;;2;280;;;;;;;
32642131;242594287;4.076.852;-7.398.895;90;3;2;31/03/2019;0.48;1;66;;;;;;;
32642886;195509478;4.074.165;-7.390.603;50;1;0;;;2;62;;;;;;;
32642930;54645176;4.072.712;-7.397.763;220;3;1;26/02/2019;0.23;1;0;;;;;;;
32643109;200261161;4.079.872;-7.396.069;67;1;22;12/06/2019;5.64;3;38;;;;;;;
32643370;10113653;4.069.504;-739.264;45;2;5;10/06/2019;1.55;1;9;;;;;;;
32643993;160356;407.253;-7.398.401;250;1;5;20/06/2019;1.47;4;233;;;;;;;
32644251;7335887;4.069.991;-7.389.488;190;4;7;16/06/2019;2.28;2;70;;;;;;;
32644865;229637274;4.074.792;-7.388.115;42;1;6;09/06/2019;3.05;2;0;;;;;;;
32645984;6410979;4.068.909;-7.394.556;109;2;5;28/04/2019;1.24;2;0;;;;;;;
32646039;137358866;4.074.683;-7.390.654;50;30;0;;;103;94;;;;;;;
32646882;102221050;4.076.086;-7.398.927;150;1;16;30/06/2019;4.17;2;255;;;;;;;
32653951;148960265;4.087.618;-7.391.268;40;3;0;;;3;308;;;;;;;
32655597;12247755;4.077.961;-7.398.474;150;14;3;27/05/2019;0.98;1;0;;;;;;;
32655912;1284729;4.077.756;-7.395.408;137;7;1;08/04/2019;0.33;1;12;;;;;;;
32657400;231870747;4.082.455;-7.394.585;44;14;2;01/07/2019;1.71;1;0;;;;;;;
32657797;245474906;4.079.519;-7.394.115;350;3;8;29/06/2019;2.18;1;318;;;;;;;
32661291;2521127;4.076.829;-7.398.298;275;2;13;05/07/2019;3.15;1;233;;;;;;;
32661706;139306955;407.164;-7.383.501;150;5;3;03/06/2019;0.99;1;75;;;;;;;
32661869;52835849;4.070.153;-7.392.996;60;7;0;;;2;332;;;;;;;
32661875;75011143;4.076.125;-7.398.849;125;3;9;15/06/2019;2.13;1;191;;;;;;;
32662408;219517861;4.074.422;-7.397.309;174;29;0;;;327;312;;;;;;;
32663202;64433748;4.074.855;-7.400.074;65;1;19;30/06/2019;4.45;1;208;;;;;;;
32663403;219517861;4.074.436;-7.397.223;192;29;0;;;327;329;;;;;;;
32663836;319842;4.072.681;-7.397.955;185;2;0;;;1;26;;;;;;;
32664187;25575398;4.066.828;-7.395.341;70;5;3;31/05/2019;0.9;1;9;;;;;;;
32664246;112173787;4.079.191;-7.393.982;166;2;2;18/04/2019;0.65;1;0;;;;;;;
32664528;57007752;4.076.321;-7.393.472;55;2;15;26/06/2019;3.88;2;114;;;;;;;
32664634;194804585;4.075.245;-7.388.586;55;3;4;27/06/2019;4;2;61;;;;;;;
32664976;245013643;4.073.379;-7.398.605;130;30;0;;;2;342;;;;;;;
32664982;8498596;4.071.558;-7.394.877;95;2;14;21/06/2019;3.44;1;32;;;;;;;
32666157;776290;4.072.844;-7.398.296;115;3;1;11/03/2019;0.25;1;5;;;;;;;
32666523;241280089;4.085.156;-7.393.035;37;15;0;;;1;350;;;;;;;
32666534;23388169;4.067.616;-7.397.009;350;4;3;28/06/2019;1.11;2;82;;;;;;;
32667705;229566046;4.070.678;-7.395.478;506;1;8;30/06/2019;2.18;1;134;;;;;;;
32667711;219517861;4.074.769;-7.397.592;165;29;1;19/05/2019;0.59;327;342;;;;;;;
32667713;219517861;4.074.467;-7.397.188;160;29;1;22/05/2019;0.63;327;345;;;;;;;
32668712;521964;4.068.472;-739.418;650;1;22;03/07/2019;5.41;1;307;;;;;;;
32668812;88437224;4.063.916;-7.402.175;40;2;0;;;1;0;;;;;;;
32668900;11821104;4.074.214;-7.399.912;200;5;0;;;1;9;;;;;;;
32668910;8960858;4.067.639;-7.394.785;102;3;7;10/06/2019;1.72;1;4;;;;;;;
32669067;102325214;407.606;-7.398.408;359;5;10;20/05/2019;2.42;1;2;;;;;;;
32669154;225322104;40.691;-7.394.696;190;1;5;19/05/2019;1.47;1;351;;;;;;;
32669305;174804937;4.080.081;-7.396.414;150;1;0;;;1;0;;;;;;;
32670147;186252061;4.067.779;-7.392.483;150;2;0;;;1;32;;;;;;;
32670621;245655016;4.063.355;-7.390.466;168;1;10;28/06/2019;2.46;1;83;;;;;;;
32670715;105956343;4.058.594;-7.393.182;125;2;13;30/06/2019;3.98;1;0;;;;;;;
32671362;44513798;4.068.122;-7.391.018;40;2;0;;;1;0;;;;;;;
32671733;10219283;407.718;-7.399.421;170;1;4;23/06/2019;1.01;1;3;;;;;;;
32672719;245564705;4.057.921;-7.396.419;85;1;18;20/06/2019;4.43;1;222;;;;;;;
32672993;2238256;4.071.463;-7.399.054;128;13;0;;;1;91;;;;;;;
32673942;139591030;4.080.714;-7.396.515;150;5;1;22/03/2019;0.28;1;0;;;;;;;
32674139;48438698;4.076.916;-7.395.365;125;3;6;23/06/2019;1.51;1;42;;;;;;;
32675657;83717038;4.073.738;-7.395.282;95;2;7;14/06/2019;1.89;3;14;;;;;;;
32675979;244559229;4.074.921;-7.399.273;100;1;9;22/06/2019;3.42;9;275;;;;;;;
32676082;244559229;4.074.913;-7.399.128;100;1;4;30/06/2019;1.85;9;323;;;;;;;
32676112;214738765;4.069.433;-7.383.114;58;1;16;30/06/2019;4.44;3;129;;;;;;;
32676180;244559229;4.074.845;-7.399.257;100;1;22;18/06/2019;7.67;9;315;;;;;;;
32676181;244559229;407.492;-7.399.073;100;1;22;02/07/2019;9.85;9;319;;;;;;;
32676185;244559229;4.074.819;-7.399.224;100;1;0;;;9;245;;;;;;;
32676186;244559229;4.074.963;-7.399.141;100;1;3;11/06/2019;1.8;9;269;;;;;;;
32676189;244559229;4.074.851;-7.399.062;100;1;4;01/07/2019;1.69;9;317;;;;;;;
32676190;244559229;4.074.927;-7.399.227;100;1;1;27/05/2019;0.68;9;324;;;;;;;
32678246;244559229;4.074.902;-7.399.211;100;1;17;02/07/2019;7.08;9;324;;;;;;;
32678718;244361589;4.075.781;-7.398.903;499;1;0;;;9;293;;;;;;;
32678719;244361589;4.075.918;-7.398.801;100;1;156;07/07/2019;58.5;9;299;;;;;;;
32678720;244361589;4.075.828;-7.398.876;199;1;82;07/07/2019;27.95;9;299;;;;;;;
32678721;244361589;4.075.783;-7.398.908;100;1;38;04/07/2019;14.62;9;295;;;;;;;
32678723;244361589;4.075.803;-7.398.887;100;1;6;15/06/2019;2.61;9;289;;;;;;;
32678724;244361589;4.075.792;-73.989;249;1;0;;;9;278;;;;;;;
32678725;244361589;4.075.976;-7.398.761;249;1;22;23/06/2019;7.59;9;283;;;;;;;
32678726;244361589;4.075.925;-7.398.767;100;1;1;04/05/2019;0.45;9;299;;;;;;;
32678727;244361589;4.075.821;-739.882;249;1;0;;;9;298;;;;;;;
32681408;245314318;4.078.111;-7.397.923;209;1;6;23/06/2019;2.81;10;288;;;;;;;
32681548;245314318;4.078.162;-7.397.941;250;1;1;04/05/2019;0.45;10;281;;;;;;;
32681549;245314318;4.078.133;-7.398.132;305;1;0;;;10;271;;;;;;;
32681551;245314318;4.078.189;-7.398.138;230;1;1;06/06/2019;0.88;10;288;;;;;;;
32681559;245314318;4.078.281;-7.398.124;325;1;0;;;10;259;;;;;;;
32681564;245314318;407.813;-7.397.922;280;1;0;;;10;275;;;;;;;
32681565;245314318;4.078.128;-739.796;275;1;0;;;10;281;;;;;;;
32681579;245314318;4.078.241;-7.398.077;220;1;0;;;10;284;;;;;;;
32681581;245314318;4.078.313;-7.397.953;230;1;2;28/05/2019;0.74;10;252;;;;;;;
32681584;245314318;4.078.136;-7.397.988;350;1;0;;;10;282;;;;;;;
32683419;244370442;4.076.033;-7.398.636;324;1;5;25/05/2019;1.85;7;363;;;;;;;
32683422;244370442;4.075.861;-7.398.683;379;1;10;12/06/2019;4.55;7;353;;;;;;;
32683430;244370442;4.075.976;-7.398.727;299;1;20;15/06/2019;7.69;7;362;;;;;;;
32683433;244370442;4.076.026;-7.398.747;359;1;4;28/05/2019;1.54;7;358;;;;;;;
32683537;244370442;4.075.987;-7.398.758;304;1;6;30/05/2019;2.54;7;351;;;;;;;
32687805;67449621;4.067.729;-7.395.697;146;28;2;27/05/2019;0.77;1;24;;;;;;;
32691375;245324803;4.075.106;-7.399.792;149;2;9;23/06/2019;2.31;1;129;;;;;;;
32692224;1623509;4.081.891;-7.393.786;73;7;1;21/05/2019;0.61;1;43;;;;;;;
32694705;242962235;4.070.881;-7.389.689;42;30;1;01/06/2019;0.79;23;37;;;;;;;
32694901;242962235;4.070.899;-7.389.494;42;30;2;20/06/2019;0.86;23;225;;;;;;;
32695204;144653854;4.059.809;-740.656;150;2;12;01/07/2019;3.79;1;85;;;;;;;
32695489;244746656;4.076.447;-739.816;840;1;0;;;4;4;;;;;;;
32695731;244746656;4.075.169;-7.397.335;315;1;0;;;4;3;;;;;;;
32695762;244746656;4.075.215;-7.397.269;315;1;0;;;4;3;;;;;;;
32695800;244746656;4.075.166;-7.397.323;315;1;0;;;4;3;;;;;;;
32696766;228235742;4.072.412;-7.398.891;100;1;0;;;1;0;;;;;;;
32696852;244182582;4.071.923;-7.399.336;74;30;0;;;4;332;;;;;;;
32697000;228184534;4.071.965;-7.394.234;45;15;1;31/03/2019;0.3;1;37;;;;;;;
32697097;158891219;4.068.638;-7.390.863;300;2;10;10/06/2019;2.83;1;112;;;;;;;
32697582;69784014;4.077.817;-7.394.743;105;3;10;27/05/2019;2.56;1;0;;;;;;;
32697647;199075581;4.067.193;-7.377.986;135;1;23;02/07/2019;8.52;1;121;;;;;;;
32698370;244438661;4.079.553;-7.397.388;200;3;3;29/03/2019;0.79;2;0;;;;;;;
32698909;241236910;4.088.999;-7.386.008;75;2;11;10/06/2019;3.17;1;54;;;;;;;
32699108;74116175;4.074.547;-7.395.198;300;2;7;01/07/2019;2.26;1;40;;;;;;;
32699916;180523383;4.080.305;-7.394.163;185;1;5;05/05/2019;1.2;1;338;;;;;;;
32699981;144224025;4.069.762;-7.391.999;45;1;14;13/06/2019;3.23;1;189;;;;;;;
32700870;245324678;40.757;-7.396.906;199;2;10;20/06/2019;2.97;1;103;;;;;;;
32701394;130185535;4.073.018;-7.397.981;60;60;0;;;1;147;;;;;;;
32701542;244453286;4.073.802;-7.391.902;180;3;10;06/07/2019;2.48;2;123;;;;;;;
32702033;18170444;4.068.299;-7.399.928;80;2;13;29/05/2019;3.42;2;160;;;;;;;
32704496;163749958;4.074.433;-7.397.868;39;2;1;10/05/2019;0.5;3;365;;;;;;;
32705496;110001729;4.080.226;-7.395.211;113;2;3;22/05/2019;0.84;1;35;;;;;;;
32711107;206758177;4.080.007;-7.395.981;234;1;27;05/07/2019;6.69;3;51;;;;;;;
32711759;21056486;4.074.389;-7.398.537;150;10;0;;;1;111;;;;;;;
32713924;22125997;4.084.077;-738.487;50;3;6;03/06/2019;1.62;2;27;;;;;;;
32714098;30283594;4.076.077;-740.002;302;30;0;;;121;364;;;;;;;
32714417;30283594;4.076.168;-739.996;350;30;0;;;121;364;;;;;;;
32714435;30283594;4.076.212;-739.981;350;30;0;;;121;364;;;;;;;
32714651;29525065;4.078.334;-7.397.927;120;30;1;31/05/2019;0.75;1;311;;;;;;;
32715168;195509478;407.412;-7.390.552;55;1;2;16/06/2019;1.82;2;152;;;;;;;
32716117;125981804;406.929;-7.399.111;110;7;0;;;1;151;;;;;;;
32716275;205764159;4.072.202;-7.398.858;170;2;1;27/05/2019;0.7;1;8;;;;;;;
32717193;245878254;4.073.142;-7.396.023;189;2;9;25/06/2019;3.51;1;60;;;;;;;
32717623;242962235;4.070.912;-7.389.685;42;30;3;05/07/2019;0.86;23;311;;;;;;;
32717722;242962235;4.070.725;-7.389.473;45;30;1;09/06/2019;1;23;309;;;;;;;
32717887;43494916;4.067.637;-7.395.527;132;3;0;;;2;0;;;;;;;
32718064;15538629;406.854;-7.394.253;175;3;12;05/07/2019;4;1;301;;;;;;;
32718338;24809291;4.071.438;-7.394.359;130;5;1;07/05/2019;0.48;1;121;;;;;;;
32718483;25059364;4.074.123;-7.398.058;94;1;23;03/07/2019;5.9;3;55;;;;;;;
32719444;34313176;4.071.702;-7.386.183;239;2;0;;;4;299;;;;;;;
32721182;245805416;4.070.284;-7.399.083;375;3;2;27/06/2019;2;1;242;;;;;;;
32721316;64222121;4.075.333;-7.397.266;450;3;0;;;1;160;;;;;;;
32721564;90463984;4.070.047;-7.384.086;120;7;0;;;3;52;;;;;;;
32722219;19303369;4.086.428;-7.392.199;27;29;1;31/05/2019;0.77;37;32;;;;;;;
32722262;212338108;4.082.335;-7.394.902;125;1;2;16/06/2019;2;1;139;;;;;;;
32722385;6753972;4.068.362;-7.395.692;60;1;1;26/05/2019;0.67;1;95;;;;;;;
32723619;111466;4.071.797;-7.395.738;250;4;1;27/06/2019;1;1;122;;;;;;;
32724046;4726371;4.067.886;-7.398.702;175;2;4;30/04/2019;1.2;2;0;;;;;;;
32724719;42164373;4.070.725;-7.391.966;50;3;1;24/03/2019;0.28;1;0;;;;;;;
32724929;58994794;40.689;-7.394.445;72;1;3;28/04/2019;1.11;1;311;;;;;;;
32725337;241694782;406.867;-7.393.835;160;1;6;05/05/2019;1.49;2;68;;;;;;;
32725374;762610;40.599;-7.379.603;35;3;11;05/06/2019;2.73;2;54;;;;;;;
32726051;4113106;4.080.252;-739.547;80;1;17;13/06/2019;4.21;2;177;;;;;;;
32726513;246096171;4.067.864;-7.391.413;55;1;22;03/07/2019;6.11;1;12;;;;;;;
32726808;219727469;4.067.803;-739.102;75;1;17;16/06/2019;4.51;4;227;;;;;;;
32729130;50333451;4.071.432;-7.399.866;151;12;0;;;1;0;;;;;;;
32731541;49758877;4.069.348;-7.394.757;30;18;8;23/06/2019;1.89;1;27;;;;;;;
32732490;106067584;4.069.025;-7.392.491;225;1;0;;;1;179;;;;;;;
32733884;103240731;4.072.675;-7.398.651;150;3;0;;;1;0;;;;;;;
32734625;241390361;4.069.424;-7.393.416;55;2;22;01/07/2019;5.2;1;45;;;;;;;
32735694;24386929;4.069.493;-739.273;40;10;1;01/04/2019;0.3;1;0;;;;;;;
32736925;246173897;4.071.867;-7.399.082;150;2;8;30/06/2019;2.24;1;33;;;;;;;
32737146;22544960;407.027;-7.393.571;85;3;0;;;1;0;;;;;;;
32737169;50741398;4.080.102;-7.396.528;80;1;10;16/05/2019;2.38;4;0;;;;;;;
32739824;94038074;4.077.313;-7.394.824;111;2;5;08/05/2019;1.39;1;0;;;;;;;
32739899;245637171;4.072.789;-7.398.557;82;30;1;11/05/2019;0.51;8;364;;;;;;;
32740310;219517861;4.074.928;-7.397.453;262;2;9;23/06/2019;2.35;327;113;;;;;;;
32740475;219517861;4.074.835;-7.397.612;244;2;9;13/06/2019;2.31;327;133;;;;;;;
32740570;219517861;407.488;-7.397.522;240;2;8;22/06/2019;1.95;327;105;;;;;;;
32740761;181889371;4.057.919;-7.400.635;1315;10;0;;;1;0;;;;;;;
32740979;52970439;4.076.604;-7.393.108;110;2;6;18/05/2019;1.54;1;309;;;;;;;
32741043;18318834;4.069.465;-7.396.427;50;2;12;07/07/2019;2.98;1;0;;;;;;;
32742238;161514941;4.068.126;-7.389.457;38;1;10;23/06/2019;2.46;1;365;;;;;;;
32742915;246194760;4.075.984;-7.388.228;33;1;17;16/06/2019;6.46;4;208;;;;;;;
32742923;221901576;407.406;-740.062;217;105;0;;;2;85;;;;;;;
32743311;246222122;4.073.219;-7.398.503;220;4;9;22/06/2019;2.23;2;233;;;;;;;
32743787;2839817;4.068.659;-7.391.883;150;4;0;;;1;179;;;;;;;
32744022;246232599;4.079.106;-7.396.785;123;7;2;22/04/2019;0.65;1;0;;;;;;;
32744084;118385679;4.071.315;-7.395.695;50;1;12;17/06/2019;3.13;1;13;;;;;;;
32744206;163749958;407.423;-7.398.016;39;2;1;18/06/2019;1;3;345;;;;;;;
32744748;246239362;4.057.553;-7.385.299;85;1;0;;;1;33;;;;;;;
32745294;242631139;406.472;-7.392.951;100;2;4;23/06/2019;1.85;4;360;;;;;;;
32745711;242631139;4.064.659;-7.393.058;110;2;6;30/06/2019;2.54;4;354;;;;;;;
32746895;5560274;406.773;-739.528;250;5;3;24/06/2019;1.15;1;179;;;;;;;
32747955;203890641;4.077.482;-7.390.852;85;3;13;24/06/2019;3.71;2;208;;;;;;;
32748003;246272839;4.076.663;-7.381.921;85;1;5;06/07/2019;1.69;4;145;;;;;;;
32748646;230745945;4.074.278;-7.399.765;80;1;3;15/06/2019;2.5;1;0;;;;;;;
32749109;51596474;4.062.439;-7.402.024;30;12;2;13/05/2019;0.86;12;0;;;;;;;
32749511;246290852;4.069.239;-7.394.884;120;28;0;;;2;264;;;;;;;
32749800;53725579;4.084.493;-7.393.843;45;1;25;26/06/2019;5.95;3;205;;;;;;;
32750252;33287445;4.074.033;-7.388.561;70;1;6;22/06/2019;1.61;1;89;;;;;;;
32750384;62803;4.066.863;-7.392.169;44;9;4;01/06/2019;1.29;2;12;;;;;;;
32757476;245394439;4.080.299;-7.395.443;181;2;15;01/07/2019;4.21;1;22;;;;;;;
32758570;144008701;4.082.391;-739.471;37;15;0;;;2;32;;;;;;;
32759322;160187991;4.079.359;-739.407;65;2;2;06/07/2019;2;1;125;;;;;;;
32759711;115136074;4.069.034;-7.374.895;70;2;12;15/06/2019;2.95;3;89;;;;;;;
32760292;245333087;4.074.545;-7.397.188;650;5;2;05/05/2019;0.6;1;339;;;;;;;
32760468;140433148;4.069.319;-7.390.547;53;30;0;;;3;142;;;;;;;
32762071;18272280;4.068.402;-739.424;51;1;1;11/03/2019;0.25;2;0;;;;;;;
32763453;31518987;4.073.948;-7.399.555;150;1;0;;;1;90;;;;;;;
32764445;5313154;4.083.588;-7.394.095;199;30;0;;;1;98;;;;;;;
32764575;1844921;4.073.926;-739.946;140;2;7;20/06/2019;2.73;1;11;;;;;;;
32764647;44169567;407.561;-7.392.578;170;1;1;12/05/2019;0.52;1;60;;;;;;;
32765655;2915668;4.071.373;-7.394.034;65;3;0;;;1;0;;;;;;;
32765984;16509151;4.071.627;-7.383.768;79;2;2;29/04/2019;0.55;1;85;;;;;;;
32765985;243367528;4.076.663;-7.391.436;36;1;10;09/06/2019;2.36;7;313;;;;;;;
32766010;246432505;4.074.968;-7.398.722;145;1;7;16/06/2019;1.74;1;0;;;;;;;
32770241;137358866;4.074.874;-7.391.315;35;30;0;;;103;191;;;;;;;
32770484;;;;;;;;;;;;;;;;;
"Modern & Clean""";Joselyn;-7.388.976;Private room;2;9;23/06/2019;2.35;1;180;;;;;;;;
32773207;246456163;4.074.996;-7.399.488;149;2;9;18/06/2019;3.03;1;151;;;;;;;
32775747;16479647;4.068.376;-7.393.336;99;2;8;07/07/2019;2.03;1;0;;;;;;;
32777169;53725579;4.084.332;-7.393.829;45;1;20;24/06/2019;4.88;3;227;;;;;;;
32777705;201015598;4.067.668;-7.391.243;28;1;5;08/06/2019;1.5;17;89;;;;;;;
32779148;1135032;4.068.062;-7.400.722;55;2;1;01/05/2019;0.43;1;5;;;;;;;
32780360;145573505;407.616;-7.399.368;400;2;19;04/07/2019;6.2;1;95;;;;;;;
32781823;5592622;4.075.676;-7.391.334;115;1;4;02/07/2019;1.05;5;90;;;;;;;
32782675;140125433;4.087.498;-7.385.644;39;3;6;05/07/2019;1.57;1;49;;;;;;;
32783284;246589575;405.765;-739.685;84;30;0;;;1;0;;;;;;;
32783365;25312503;4.072.412;-7.398.283;158;1;16;05/07/2019;5.05;1;70;;;;;;;
32783755;12680161;4.068.406;-7.398.481;175;1;12;11/06/2019;3.13;2;40;;;;;;;
32784434;246331794;4.074.929;-739.779;300;1;29;07/07/2019;7.13;2;247;;;;;;;
32784607;10994728;4.071.665;-739.515;150;3;2;14/05/2019;0.77;1;159;;;;;;;
32785169;20433973;4.083.988;-7.378.287;95;1;6;17/06/2019;1.65;2;359;;;;;;;
32785423;3040104;4.067.687;-7.398.171;140;4;9;01/07/2019;2.33;1;227;;;;;;;
32786031;10783378;4.065.974;-7.396.134;108;29;0;;;1;0;;;;;;;
32786180;234393604;4.071.474;-7.389.931;28;1;21;19/06/2019;6.49;1;14;;;;;;;
32786275;82940021;4.076.341;-7.399.306;145;3;9;01/07/2019;3.55;1;6;;;;;;;
32787798;246622509;4.059.642;-7.395.878;60;3;2;14/04/2019;0.51;1;158;;;;;;;
32788167;1786901;4.078.365;-7.394.723;80;3;8;16/05/2019;2.4;9;50;;;;;;;
32788343;9773038;406.941;-7.393.947;52;5;4;14/06/2019;2;3;23;;;;;;;
32788464;53149725;4.077.032;-7.395.498;145;7;13;01/07/2019;3.17;1;34;;;;;;;
32788864;9773038;4.069.485;-7.393.866;48;5;6;16/06/2019;1.91;3;28;;;;;;;
32788877;;;;;;;;;;;;;;;;;
"on Broadway Astoria""";Dan;-7.392.208;Private room;21;0;;;1;0;;;;;;;;
32788887;481630;4.068.743;-7.394.451;50;7;2;30/06/2019;1.33;2;4;;;;;;;
32789261;246653349;408.694;-7.384.171;101;2;11;30/06/2019;3.4;1;46;;;;;;;
32789884;4361061;4.077.122;-7.392.326;62;1;7;30/06/2019;2.1;2;25;;;;;;;
32790135;246664340;407.319;-7.400.489;175;1;4;21/05/2019;1.4;1;5;;;;;;;
32790345;246666261;4.084.355;-7.391.103;55;1;8;17/06/2019;2.67;1;358;;;;;;;
32790547;246665018;4.076.266;-7.393.929;60;7;1;06/07/2019;1;1;115;;;;;;;
32792015;63966717;4.085.912;-7.389.254;59;3;0;;;2;0;;;;;;;
32792151;246681878;4.069.431;-7.397.289;145;1;19;28/06/2019;5.18;1;30;;;;;;;
32792802;5861806;4.077.526;-7.395.333;140;2;4;28/04/2019;1.4;1;0;;;;;;;
32792849;19303369;4.086.411;-7.392.353;33;30;0;;;37;0;;;;;;;
32792970;19303369;4.086.423;-7.392.348;33;29;1;01/06/2019;0.79;37;32;;;;;;;
32794232;16664377;4.071.899;-7.398.968;75;1;6;01/06/2019;2.02;3;155;;;;;;;
32795950;246717334;406.396;-741.661;63;1;10;29/06/2019;2.65;1;179;;;;;;;
32798710;211136294;4.083.757;-738.353;62;1;14;07/06/2019;6.36;5;229;;;;;;;
32799550;211136294;4.083.647;-7.383.491;65;2;5;01/06/2019;1.9;5;183;;;;;;;
32801102;209587921;4.074.072;-7.397.764;199;2;6;19/05/2019;1.91;1;237;;;;;;;
32801214;211136294;408.356;-7.383.369;150;1;24;20/06/2019;8.37;5;247;;;;;;;
32802231;29602688;407.889;-7.394.925;130;2;6;24/06/2019;1.82;1;2;;;;;;;
32802904;207000645;40.724;-7.398.933;190;1;1;22/05/2019;0.63;1;365;;;;;;;
32803072;244819285;4.073.535;-7.399.525;100;3;6;16/05/2019;1.88;1;175;;;;;;;
32805038;105448689;4.074.655;-7.400.134;139;5;0;;;1;29;;;;;;;
32805276;154843406;4.082.786;-7.394.845;50;2;11;21/06/2019;4.18;2;64;;;;;;;
32805414;244370442;4.076.057;-7.398.583;339;1;18;22/06/2019;6.59;7;364;;;;;;;
32806692;9089718;4.071.813;-7.395.964;129;5;1;05/03/2019;0.24;1;14;;;;;;;
32806789;246791914;4.071.078;-7.396.905;200;2;8;30/06/2019;2.67;1;2;;;;;;;
32807364;174668332;4.069.141;-7.393.022;76;1;7;05/05/2019;1.72;1;0;;;;;;;
32808169;4606577;4.068.891;-7.393.201;125;4;0;;;1;0;;;;;;;
32808737;219517861;407.475;-7.397.569;231;2;5;03/06/2019;1.32;327;82;;;;;;;
32808795;27559933;4.073.283;-7.400.734;300;2;7;04/06/2019;2.44;1;104;;;;;;;
32808836;246806787;4.088.542;-7.386.169;140;2;3;05/05/2019;0.97;1;365;;;;;;;
32808879;219517861;4.074.851;-7.397.431;165;29;0;;;327;341;;;;;;;
32809387;45364547;4.059.384;-7.379.392;300;2;1;23/06/2019;1;1;2;;;;;;;
32809670;246797434;4.082.908;-7.394.096;63;3;1;23/06/2019;1;1;188;;;;;;;
32810768;29959226;4.072.876;-7.381.967;65;13;1;25/05/2019;0.67;1;0;;;;;;;
32811391;246827568;4.074.596;-7.399.234;290;2;14;01/07/2019;3.96;1;149;;;;;;;
32811501;5718871;4.072.434;-7.393.971;59;7;1;24/03/2019;0.28;1;64;;;;;;;
32812845;245637171;4.072.981;-7.398.638;55;30;0;;;8;310;;;;;;;
32813805;246849103;4.066.061;-7.399.765;40;1;5;07/04/2019;1.35;1;89;;;;;;;
32813862;8589557;4.089.981;-7.386.684;80;2;7;03/06/2019;1.84;1;70;;;;;;;
32814024;246851284;4.075.747;-7.380.868;450;4;0;;;1;365;;;;;;;
32814524;1888085;4.076.452;-7.392.536;35;1;11;30/04/2019;2.66;1;11;;;;;;;
32815390;9700935;4.075.705;-7.390.697;69;4;0;;;1;2;;;;;;;
32815738;49856034;4.069.583;-7.393.051;80;4;0;;;1;263;;;;;;;
32816064;69426967;4.076.017;-7.399.638;250;3;1;09/03/2019;0.24;1;0;;;;;;;
32816486;65098342;4.076.494;-7.395.808;225;2;4;31/05/2019;1.24;1;1;;;;;;;
32816601;120616904;4.067.915;-7.389.986;135;2;20;03/07/2019;5.56;1;297;;;;;;;
32816987;50449750;4.073.598;-740.048;168;30;4;16/06/2019;1.85;1;47;;;;;;;
32818195;246886799;4.073.226;-7.398.983;250;2;12;21/06/2019;3.16;1;32;;;;;;;
32818383;146132198;4.089.393;-738.581;50;2;14;01/07/2019;3.59;2;132;;;;;;;
32818954;31147415;4.071.952;-7.399.167;125;3;14;30/06/2019;3.96;1;36;;;;;;;
32819286;146132198;4.089.604;-7.385.877;50;2;20;24/06/2019;4.96;2;117;;;;;;;
32820306;29411897;4.068.873;-7.395.472;70;1;18;23/06/2019;4.7;1;142;;;;;;;
32820753;246290852;4.069.417;-7.394.734;110;7;8;23/06/2019;2.16;2;243;;;;;;;
32820849;96311058;4.068.343;-7.392.746;180;2;11;29/06/2019;3.37;1;280;;;;;;;
